"customerkey","geographykey","customername","geographykey-2","city","state","countryregioncode","country","postalcode"
11289,315,"Maria S Carter",315,"Downey","California","US","United States","90241"
11290,334,"Katelyn Sanchez",334,"Lakewood","California","US","United States","90712"
11291,335,"Jenna Wright",335,"Lemon Grove","California","US","United States","91945"
11292,361,"Seth Phillips",361,"San Gabriel","California","US","United States","91776"
11293,632,"Luke S Long",632,"Port Orchard","Washington","US","United States","98366"
11294,618,"Dalton P Clark",618,"Issaquah","Washington","US","United States","98027"
11295,311,"Taylor G Lewis",311,"Concord","California","US","United States","94519"
11296,616,"Haley Richardson",616,"Everett","Washington","US","United States","98201"
11297,301,"Noah Coleman",301,"Burbank","California","US","United States","91502"
11298,307,"Jon Luo",307,"Chula Vista","California","US","United States","91910"
11299,301,"Orlando E Vazquez",301,"Burbank","California","US","United States","91502"
11300,54,"Fernando Barnes",54,"N. Vancouver","British Columbia","CA","Canada","V7L 4J4"
11301,607,"Cameron L Rodriguez",607,"Ballard","Washington","US","United States","98107"
11302,539,"Spencer Russell",539,"Corvallis","Oregon","US","United States","97330"
11303,614,"Julia Coleman",614,"Edmonds","Washington","US","United States","98020"
11304,547,"Julia B Garcia",547,"Portland","Oregon","US","United States","97205"
11305,307,"Sean A Evans",307,"Chula Vista","California","US","United States","91910"
11306,312,"Micah A Zhou",312,"Coronado","California","US","United States","92118"
11307,314,"Hunter P Rodriguez",314,"Daly City","California","US","United States","94015"
11308,546,"Ian T Gonzales",546,"Oregon City","Oregon","US","United States","97045"
11309,536,"Victoria Lewis",536,"Beaverton","Oregon","US","United States","97005"
11310,360,"Erin A Sanders",360,"San Francisco","California","US","United States","94109"
11311,626,"Gabrielle D Lopez",626,"Lynnwood","Washington","US","United States","98036"
11312,626,"Sara Richardson",626,"Lynnwood","Washington","US","United States","98036"
11313,632,"Trevor Jenkins",632,"Port Orchard","Washington","US","United States","98366"
11314,618,"Mya Flores",618,"Issaquah","Washington","US","United States","98027"
11315,632,"Hailey J Ward",632,"Port Orchard","Washington","US","United States","98366"
11316,51,"Luke Allen",51,"Langford","British Columbia","CA","Canada","V9"
11317,548,"Victoria D Russell",548,"Salem","Oregon","US","United States","97301"
11318,614,"Jessica Wilson",614,"Edmonds","Washington","US","United States","98020"
11319,348,"Jade E Bailey",348,"Oakland","California","US","United States","94611"
11320,325,"Morgan M Hill",325,"Glendale","California","US","United States","91203"
11321,612,"Terrance D Raman",612,"Burien","Washington","US","United States","98168"
11322,611,"Sydney Garcia",611,"Bremerton","Washington","US","United States","98312"
11323,314,"Jose Patterson",314,"Daly City","California","US","United States","94015"
11324,325,"Zachary Anderson",325,"Glendale","California","US","United States","91203"
11325,637,"Elijah E Ross",637,"Seattle","Washington","US","United States","98104"
11326,300,"Rafael M Xie",300,"Beverly Hills","California","US","United States","90210"
11327,301,"Jaime C Moreno",301,"Burbank","California","US","United States","91502"
11328,55,"Julian M Griffin",55,"Newton","British Columbia","CA","Canada","V2L3W8"
11329,311,"Andy Alvarez",311,"Concord","California","US","United States","94519"
11330,59,"Ryan M Thompson",59,"Oak Bay","British Columbia","CA","Canada","V8P"
11331,63,"Samantha Jenkins",63,"Shawnee","British Columbia","CA","Canada","V8Z 4N5"
11332,153,"Deanna D Ramos",153,"Berlin","Nordrhein-Westfalen","DE","Germany","14197"
11333,261,"Emily R Miller",261,"Newcastle upon Tyne","England","GB","United Kingdom","NT20"
11334,269,"Nicole Brown",269,"Stoke-on-Trent","England","GB","United Kingdom","AS23"
11335,120,"Carla L Raman",120,"Hof","Bayern","DE","Germany","95010"
11336,204,"Shaun Raji",204,"Paris","Seine (Paris)","FR","France","75019"
11337,273,"Jerome Romero",273,"Watford","England","GB","United Kingdom","WA3"
11338,154,"Frank F Navarro",154,"Bonn","Nordrhein-Westfalen","DE","Germany","53131"
11339,202,"Dennis M She",202,"Paris","Seine (Paris)","FR","France","75016"
11340,192,"Melody C Munoz",192,"Paris","Seine (Paris)","FR","France","75002"
11341,236,"Randy A Zeng",236,"Cheltenham","England","GB","United Kingdom","GL50"
11342,191,"Marshall L Wang",191,"Boulogne-sur-Mer","Pas de Calais","FR","France","62200"
11343,264,"Arthur P Carlson",264,"Oxon","England","GB","United Kingdom","OX16 8RS"
11344,262,"Jessie Jimenez",262,"Oxford","England","GB","United Kingdom","OX1"
11345,224,"Robin Ramos",224,"Tremblay-en-France","Seine Saint Denis","FR","France","93290"
11346,196,"Deanna E Gutierrez",196,"Paris","Seine (Paris)","FR","France","75007"
11347,156,"Roy T Navarro",156,"Braunschweig","Nordrhein-Westfalen","DE","Germany","38001"
11348,151,"Shawn Rai",151,"Paderborn","Hamburg","DE","Germany","33041"
11349,134,"Mindy J Luo",134,"München","Hessen","DE","Germany","80074"
11350,265,"Cara Zhou",265,"Peterborough","England","GB","United Kingdom","PB12"
11351,253,"Anne R Ramos",253,"London","England","GB","United Kingdom","W10 6BL"
11352,222,"Raymond A Rodriguez",222,"Pantin","Seine Saint Denis","FR","France","93500"
11353,271,"Carrie L Ortega",271,"Warrington","England","GB","United Kingdom","WA1"
11354,119,"Deanna Suarez",119,"Grevenbroich","Bayern","DE","Germany","41485"
11355,275,"Roberto Gutierrez",275,"Wokingham","England","GB","United Kingdom","RG41 1QW"
11356,6,"Terrence Carson",6,"Lavender Bay","New South Wales","AU","Australia","2060"
11357,21,"Ramon Ye",21,"Caloundra","Queensland","AU","Australia","4551"
11358,2,"Cynthia Malhotra",2,"Coffs Harbour","New South Wales","AU","Australia","2450"
11359,7,"Jarrod Prasad",7,"Malabar","New South Wales","AU","Australia","2036"
11360,26,"Tyrone Serrano",26,"Rockhampton","Queensland","AU","Australia","4700"
11361,10,"Cindy G Ramos",10,"Newcastle","New South Wales","AU","Australia","2300"
11362,33,"Damien M Shan",33,"Cranbourne","Victoria","AU","Australia","3977"
11363,35,"Julian Ross",35,"Melbourne","Victoria","AU","Australia","3000"
11364,34,"Jennifer Collins",34,"Geelong","Victoria","AU","Australia","3220"
11365,29,"Brittney Sun",29,"Findon","South Australia","AU","Australia","5023"
11366,37,"Virginia R Patel",37,"Seaford","Victoria","AU","Australia","3198"
11367,12,"Calvin J Nara",12,"North Sydney","New South Wales","AU","Australia","2055"
11368,26,"Edward Miller",26,"Rockhampton","Queensland","AU","Australia","4700"
11369,29,"Ashlee D Tang",29,"Findon","South Australia","AU","Australia","5023"
11370,38,"Alicia Xu",38,"South Melbourne","Victoria","AU","Australia","3205"
11371,26,"Lacey C Jai",26,"Rockhampton","Queensland","AU","Australia","4700"
11372,20,"Wendy H Romero",20,"Brisbane","Queensland","AU","Australia","4000"
11373,135,"Carly H Luo",135,"Salzgitter","Hessen","DE","Germany","38231"
11374,162,"Jimmy M Ortega",162,"Werne","Nordrhein-Westfalen","DE","Germany","59368"
11375,240,"Francisco Martinez",240,"High Wycombe","England","GB","United Kingdom","HP10 9QY"
11376,268,"Lance Vazquez",268,"Liverpool","England","GB","United Kingdom","L4 4HB"
11377,161,"David R. Robinett",161,"Solingen","Nordrhein-Westfalen","DE","Germany","42651"
11378,184,"Shannon Liang",184,"Metz","Moselle","FR","France","57000"
11379,214,"Gary Vazquez",214,"Boulogne-Billancourt","Hauts de Seine","FR","France","92100"
11380,175,"Mitchell L Kumar",175,"Saarlouis","Saarland","DE","Germany","66740"
11381,249,"Meredith Raman",249,"London","England","GB","United Kingdom","SW1P 2NU"
11382,189,"Edward Patterson",189,"Roubaix","Nord","FR","France","59100"
11383,206,"Marie Gill",206,"Roissy en Brie","Seine et Marne","FR","France","77680"
11384,211,"Tiffany E Wang",211,"Les Ulis","Essonne","FR","France","91940"
11385,279,"Miguel C Allen",279,"York","England","GB","United Kingdom","YO15"
11386,127,"Jaclyn Cai",127,"Darmstadt","Hessen","DE","Germany","64283"
11387,238,"Megan C Ramirez",238,"Gateshead","England","GB","United Kingdom","GA10"
11388,279,"Joseph Martin",279,"York","England","GB","United Kingdom","YO15"
11389,130,"Karl J Shan",130,"Duesseldorf","Hessen","DE","Germany","40605"
11390,208,"Christine J Raji",208,"Saint Germain en Laye","Yveline","FR","France","78100"
11391,135,"Lindsay T Xie",135,"Salzgitter","Hessen","DE","Germany","38231"
11392,131,"Willie Zhao",131,"Frankfurt","Hessen","DE","Germany","60323"
11393,182,"Kurt B Pal",182,"Saint Ouen","Loir et Cher","FR","France","41100"
11394,259,"George McDonald",259,"Milton Keynes","England","GB","United Kingdom","MK8 8DF"
11395,118,"Beth C Gutierrez",118,"Frankfurt","Bayern","DE","Germany","91480"
11396,175,"Ian G Lopez",175,"Saarlouis","Saarland","DE","Germany","66740"
11397,197,"Latoya R Shan",197,"Paris","Seine (Paris)","FR","France","75008"
11398,261,"Colin N Nath",261,"Newcastle upon Tyne","England","GB","United Kingdom","NT20"
11399,202,"Brenda F Mehta",202,"Paris","Seine (Paris)","FR","France","75016"
11400,251,"Franklin Raji",251,"London","England","GB","United Kingdom","SW8 1XD"
11401,204,"Linda Navarro",204,"Paris","Seine (Paris)","FR","France","75019"
11402,183,"Kelli R Cai",183,"Orleans","Loiret","FR","France","45000"
11403,179,"Nancy Schmidt",179,"Saint Ouen","Charente-Maritime","FR","France","17490"
11404,133,"Megan E Taylor",133,"Kassel","Hessen","DE","Germany","34117"
11405,143,"Bonnie Goel",143,"Bonn","Hamburg","DE","Germany","53131"
11406,199,"Latoya L Xu",199,"Paris","Seine (Paris)","FR","France","75010"
11407,170,"Mario She",170,"Münster","Saarland","DE","Germany","48001"
11408,257,"Darren M Gill",257,"London","England","GB","United Kingdom","W1Y 3RA"
11409,208,"Jacqueline H Hayes",208,"Saint Germain en Laye","Yveline","FR","France","78100"
11410,201,"Maurice Goel",201,"Paris","Seine (Paris)","FR","France","75013"
11411,121,"Devin A Ross",121,"Ingolstadt","Bayern","DE","Germany","85049"
11412,121,"Sydney S Bryant",121,"Ingolstadt","Bayern","DE","Germany","85049"
11413,238,"Megan L Stewart",238,"Gateshead","England","GB","United Kingdom","GA10"
11414,241,"Ian Richardson",241,"Kirkby","England","GB","United Kingdom","KB9"
11415,127,"Randy H She",127,"Darmstadt","Hessen","DE","Germany","64283"
11416,185,"Katrina Becker",185,"Croix","Nord","FR","France","59170"
11417,222,"Lacey C Zheng",222,"Pantin","Seine Saint Denis","FR","France","93500"
11418,160,"Rafael J Hu",160,"Paderborn","Nordrhein-Westfalen","DE","Germany","33098"
11419,273,"Kyle D Scott",273,"Watford","England","GB","United Kingdom","WA3"
11420,189,"Jordan C Turner",189,"Roubaix","Nord","FR","France","59100"
11421,172,"Amy C Sun",172,"Offenbach","Saarland","DE","Germany","63009"
11422,268,"Dustin F Deng",268,"Liverpool","England","GB","United Kingdom","L4 4HB"
11423,147,"Jasmine Stewart",147,"Hamburg","Hamburg","DE","Germany","20354"
11424,164,"Pamela S Garcia",164,"Berlin","Saarland","DE","Germany","12311"
11425,184,"Ariana D Gray",184,"Metz","Moselle","FR","France","57000"
11426,156,"Kristopher Mehta",156,"Braunschweig","Nordrhein-Westfalen","DE","Germany","38001"
11427,168,"Desiree S Dominguez",168,"Kiel","Saarland","DE","Germany","24044"
11428,173,"Deanna Perez",173,"Poing","Saarland","DE","Germany","66041"
11429,218,"Marco Lopez",218,"Sèvres","Hauts de Seine","FR","France","92310"
11430,155,"Casey K Yuan",155,"Bottrop","Nordrhein-Westfalen","DE","Germany","46236"
11431,120,"Bryant Garcia",120,"Hof","Bayern","DE","Germany","95010"
11432,206,"Dominique L Prasad",206,"Roissy en Brie","Seine et Marne","FR","France","77680"
11433,224,"Maurice M Shan",224,"Tremblay-en-France","Seine Saint Denis","FR","France","93290"
11434,274,"Andre Lopez",274,"West Sussex","England","GB","United Kingdom","RH15 9UD"
11435,168,"Robin Romero",168,"Kiel","Saarland","DE","Germany","24044"
11436,273,"Taylor Cox",273,"Watford","England","GB","United Kingdom","WA3"
11437,190,"Alfredo Moreno",190,"Villeneuve-d'Ascq","Nord","FR","France","59491"
11438,162,"Jenny Nara",162,"Werne","Nordrhein-Westfalen","DE","Germany","59368"
11439,217,"Janet Munoz",217,"Paris La Defense","Hauts de Seine","FR","France","92081"
11440,187,"Sergio C Weber",187,"Lille","Nord","FR","France","59000"
11441,192,"Erika Gomez",192,"Paris","Seine (Paris)","FR","France","75002"
11442,224,"Joseph D Harris",224,"Tremblay-en-France","Seine Saint Denis","FR","France","93290"
11443,31,"Grace Griffin",31,"Hobart","Tasmania","AU","Australia","7001"
11444,32,"Tina C Mehta",32,"Bendigo","Victoria","AU","Australia","3550"
11445,15,"Kari S Kim",15,"Silverwater","New South Wales","AU","Australia","2264"
11446,5,"Bethany K Chander",5,"Lane Cove","New South Wales","AU","Australia","1597"
11447,25,"Jennifer Roberts",25,"Hervey Bay","Queensland","AU","Australia","4655"
11448,35,"Kyle Patterson",35,"Melbourne","Victoria","AU","Australia","3000"
11449,37,"Alvin E Hu",37,"Seaford","Victoria","AU","Australia","3198"
11450,28,"Brett Mehta",28,"Cloverdale","South Australia","AU","Australia","6105"
11451,10,"Ruben L Muñoz",10,"Newcastle","New South Wales","AU","Australia","2300"
11452,21,"Erika A Rubio",21,"Caloundra","Queensland","AU","Australia","4551"
11453,31,"Stanley H Malhotra",31,"Hobart","Tasmania","AU","Australia","7001"
11454,35,"Melinda Navarro",35,"Melbourne","Victoria","AU","Australia","3000"
11455,36,"Ross Sanz",36,"Melton","Victoria","AU","Australia","3337"
11456,17,"Jon C Gao",17,"St. Leonards","New South Wales","AU","Australia","2065"
11457,19,"Jaime C Gutierrez",19,"Wollongong","New South Wales","AU","Australia","2500"
11458,16,"Bianca K Liu",16,"Springwood","New South Wales","AU","Australia","2777"
11459,13,"Tasha Deng",13,"Port Macquarie","New South Wales","AU","Australia","2444"
11460,33,"Melvin R Chande",33,"Cranbourne","Victoria","AU","Australia","3977"
11461,6,"Victor Jimenez",6,"Lavender Bay","New South Wales","AU","Australia","2060"
11462,8,"Laura L Lin",8,"Matraville","New South Wales","AU","Australia","2036"
11463,28,"Alisha E Beck",28,"Cloverdale","South Australia","AU","Australia","6105"
11464,38,"Alejandro Huang",38,"South Melbourne","Victoria","AU","Australia","3205"
11465,23,"Louis Luo",23,"Gold Coast","Queensland","AU","Australia","4217"
11466,6,"Grant H Tang",6,"Lavender Bay","New South Wales","AU","Australia","2060"
11467,17,"Arturo C Zheng",17,"St. Leonards","New South Wales","AU","Australia","2065"
11468,278,"Jaclyn Andersen",278,"York","England","GB","United Kingdom","Y03 4TN"
11469,278,"Edwin Raji",278,"York","England","GB","United Kingdom","Y03 4TN"
11470,177,"Jay C Suarez",177,"Stuttgart","Saarland","DE","Germany","70511"
11471,207,"Latasha Suarez",207,"Chatou","Yveline","FR","France","78400"
11472,24,"Kenneth Kumar",24,"Hawthorne","Queensland","AU","Australia","4171"
11473,221,"Grace M Henderson",221,"Drancy","Seine Saint Denis","FR","France","93700"
